Area,Subgroup,Node,Year,Generation Scenario,Grandfathering / Pro-rata,Generation Type,Installed (MW),Available Energy (GWh),Generation (GWh),Surplus (GWh),Curtailment (GWh),Constraint (GWh),Total Dispatch Down (GWh)
E,"E,F & I",glenlara 220kv side,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind not priority,13.8,44.68023478634,31.8283267997823,9.98584578324,0.770149137339998,2.09591306597766,12.8519079865576
E,"E,F & I",glenlara 220kv side,2030,33% ECP,Pro-rata,IE wind priority,53,171.59800316509,156.591407808137,0,5.13990857646999,9.86668678048292,15.0065953569529
E,"E,F & I",glenlara 220kv side,2030,33% ECP,Pro-rata,IE wind not priority,13.8,44.68023478634,34.1286790908464,7.24858643496,0.733907419579999,2.56906184095351,10.5515556954935
E,"E,F & I",glenlara 220kv side,2030,Initial,Pro-rata,IE wind priority,53,171.59800316509,151.300378010492,0,4.57896436320001,15.7186607913974,20.2976251545974
E,"E,F & I",glenlara 220kv side,2030,Initial,Pro-rata,IE wind not priority,13.8,44.68023478634,34.5040329359505,5.33338290583,0.750035568690002,4.09278337586945,10.1762018503894
E,"E,F & I",glenlara,2035,100% ECP,Pro-rata,IE Solar not priority,4.95,5.7955095,3.93306799376222,1.30512749922999,0.0523047772600007,0.505009229747776,1.86244150623777
E,"E,F & I",glenlara,2030,33% ECP,Pro-rata,IE Solar not priority,4.95,5.7955095,4.5652934193491,0.803035904569999,0.107730273659999,0.319449902420895,1.23021608065089
E,"E,F & I",glenlara,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,4.95,5.7955095,4.03232912415401,1.30034604831999,0.0498817182699999,0.412952609255989,1.76318037584598
E,"E,F & I",glenlara,2035,66% ECP,Pro-rata,IE Solar not priority,4.95,5.7955095,4.22527286249146,0.920097117429999,0.04253597704,0.607603543038536,1.57023663750853
E,"E,F & I",glenlara,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,4.95,5.7955095,3.78025276779511,1.83923436493,0.127212007829999,0.0488103594448814,2.01525673220488
E,"E,F & I",glenlara,2030,100% ECP,Pro-rata,IE Solar not priority,4.95,5.7955095,3.72850341980665,1.83923436493,0.127212007829999,0.100559707433342,2.06700608019334
E,"E,F & I",glenlara,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,4.95,5.7955095,4.72312270614018,0.803035904569999,0.107730273659999,0.161620615629813,1.07238679385981
E,"E,F & I",glenlara,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,4.95,5.7955095,4.18382986835953,1.31916923879999,0.123196413489999,0.169313979350465,1.61167963164046
E,"E,F & I",glenlara,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE Solar not priority,4.95,5.7955095,4.32316044239888,1.13426488347999,0.10957702895001,0.228507145171101,1.47234905760111
E,"E,F & I",glenlara,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,4.95,5.7955095,4.55368667937172,0.920097117429999,0.04253597704,0.27918972615828,1.24182282062828
E,"E,F & I",knockacummer,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,105,339.95830815763,312.272663647028,0,11.7384798781299,15.9471646324713,27.6856445106013
E,"E,F & I",coomataggart,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind not priority,214.0399428,692.99673173648,440.67589241457,202.68440977602,4.18604051580001,45.450389030089,252.320839321909
E,"E,F & I",charleville,2035,100% ECP,Pro-rata,IE wind not priority,167.7,542.96198359952,365.777296740848,95.9454676087499,1.81083732543004,79.4283819244915,177.184686858671
E,"E,F & I",charleville,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,114.666552,134.25274574713,93.4087428668486,30.12246419586,1.15550800911,9.56603067531134,40.8440028802813
E,"E,F & I",charleville,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind priority,51.4,166.41768608825,152.622384173827,0,2.88075033314001,10.9145515812827,13.7953019144227
E,"E,F & I",charleville,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind not priority,111.7998882,361.97429375834,230.179072465931,105.86853115559,2.18650246092002,23.7401876758984,131.795221292408
E,"E,F & I",charleville,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,114.666552,134.25274574713,105.485969779472,21.31401292065,0.985344208140006,6.46741883886799,28.766775967658
E,"E,F & I",charleville,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,51.4,166.4176860883,148.75432688458,0,1.42016725523998,16.2431919484799,17.6633592037198
E,"E,F & I",charleville,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,111.7998882,361.97429375834,267.741172256813,57.79319000564,1.10944426141998,35.3304872344666,94.2331215015266
E,"E,F & I",charleville,2035,66% ECP,Pro-rata,IE Solar not priority,114.666552,134.25274574713,97.878276847993,21.31401292065,0.985344208140006,14.075111770347,36.374468899137
E,"E,F & I",charleville,2035,66% ECP,Pro-rata,IE wind priority,51.4,166.4176860883,141.513579563302,0,1.42016725523998,23.4839392697577,24.9041065249977
E,"E,F & I",charleville,2035,66% ECP,Pro-rata,IE wind not priority,111.7998882,361.97429375834,251.991858229508,57.79319000564,1.10944426141998,51.0798012617718,109.982435528831
E,"E,F & I",charleville,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,172,201.37932,131.354237590343,63.90874964937,4.42029602805999,1.69603673222619,70.0250824096561
E,"E,F & I",charleville,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,51.4,166.4176860883,154.520278052709,0,6.10222278674001,5.79518524885014,11.8974080355901
E,"E,F & I",charleville,2035,100% ECP,Pro-rata,IE wind priority,51.4,166.4176860883,140.446574429857,0,1.62633628028001,24.344775378162,25.971111658442
E,"E,F & I",charleville,2035,100% ECP,Pro-rata,IE Solar not priority,172,201.37932,136.664180794497,45.34988482304,1.81745892455998,17.5477954579025,64.7151392055025
E,"E,F & I",clahane,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,51.6,167.06522572295,155.121524270832,0,6.12596684432,5.81773460779734,11.9437014521173
E,"E,F & I",clahane,2030,100% ECP,Pro-rata,IE Solar not priority,34,39.80754,25.6099224799736,12.6331249307,0.87377944736,0.690713141966391,14.1976175200263
E,"E,F & I",clahane,2030,100% ECP,Pro-rata,IE wind priority,51.6,167.06522572295,152.886092186122,0,6.12596684432,8.05316669250771,14.1791335368277
E,"E,F & I",clahane,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,34,39.80754,32.4416509103744,5.51580217262,0.739965516719998,1.11012140028558,7.36588908962559
E,"E,F & I",clahane,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,51.6,167.06522572295,156.362430301172,0,5.00413740640999,5.69865801536775,10.7027954217777
E,"E,F & I",clahane,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,34,39.80754,28.7374172776903,9.06096042826,0.846197587399999,1.16296470664966,11.0701227223096
E,"E,F & I",clahane,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind priority,51.6,167.06522572295,152.401519544374,0,6.48974482957999,8.17396134899584,14.6637061785758
E,"E,F & I",charleville,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,167.7,542.96198359952,369.999231978521,144.854342905949,9.20077123970998,18.907637475339,172.962751620998
E,"E,F & I",clahane,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE Solar not priority,34,39.80754,29.6944353618721,7.79091031084,0.75265029985,1.56954402743786,10.1131046381278
E,"E,F & I",clahane,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,34,39.80754,30.4165566165569,6.69237593295,0.75272050182,1.94588694867302,9.39098338344302
E,"E,F & I",clahane,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,51.6,167.06522572295,153.459708992119,0,5.76862439717001,7.83689233366092,13.6055167308309
E,"E,F & I",clahane,2030,33% ECP,Pro-rata,IE Solar not priority,34,39.80754,31.3575709606982,5.51580217262,0.739965516719998,2.1942013499617,8.4499690393017
E,"E,F & I",clahane,2030,33% ECP,Pro-rata,IE wind priority,51.6,167.06522572295,152.455030998185,0,5.00413740640999,9.60605731835446,14.6101947247644
E,"E,F & I",clahane,2030,Initial,Pro-rata,IE Solar not priority,34,39.80754,29.9801623662744,3.29230460274,0.51292269516,6.02215033582551,9.82737763372551
E,"E,F & I",clahane,2030,Initial,Pro-rata,IE wind priority,51.6,167.06522572295,147.303764251663,0,4.45801058758999,15.3034508836962,19.7614614712862
E,"E,F & I",clahane,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind priority,51.6,167.06522572295,154.474394328787,0,6.41078733601,6.18004405815239,12.5908313941623
E,"E,F & I",charleville,2030,100% ECP,Pro-rata,IE Solar not priority,172,201.37932,129.556078427916,63.90874964937,4.42029602805999,3.4941958946535,71.8232415720835
E,"E,F & I",charleville,2030,100% ECP,Pro-rata,IE wind priority,51.4,166.4176860883,152.293510433444,0,6.10222278674001,8.02195286811502,14.124175654855
E,"E,F & I",charleville,2030,100% ECP,Pro-rata,IE wind not priority,167.7,542.96198359952,362.734077703213,144.854342905949,9.20077123970998,26.1727917506468,180.227905896306
E,"E,F & I",boggeragh,2035,100% ECP,Pro-rata,IE wind priority,142.7,462.01952927647,389.916851578787,0,4.51513982871,67.587537868973,72.102677697683
E,"E,F & I",boggeragh,2035,100% ECP,Pro-rata,IE wind not priority,23.35,75.60025233785,50.9296355330979,13.3591333849898,0.252135071890101,11.059348347872,24.670616804752
E,"E,F & I",boggeragh,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,16.1333172,18.88904911092,13.1423928917376,4.23816066014999,0.162577289599999,1.34591826943238,5.74665621918238
E,"E,F & I",boggeragh,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind priority,142.7,462.01952927647,423.72012104304,0,7.99772514684997,30.3016830865794,38.2994082334294
E,"E,F & I",boggeragh,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind not priority,23.35,75.60025233785,48.0741209013857,22.11120460207,0.456662643279997,4.95826419111422,27.5261314364642
E,"E,F & I",boggeragh,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,16.1333172,18.88904911092,14.8416306317708,2.99883205043999,0.138635638589999,0.909950790119154,4.04741847914915
E,"E,F & I",boggeragh,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,142.7,462.01952927647,412.981370553287,0,3.94276006463996,45.0953986585423,49.0381587231822
E,"E,F & I",boggeragh,2035,100% ECP,Pro-rata,IE Solar not priority,24.2,28.333602,19.2283324140897,6.38062332977,0.255712244039997,2.46893401210023,9.10526958591023
E,"E,F & I",boggeragh,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,23.35,75.60025233785,55.9191647939742,12.0704144552698,0.231713322120093,7.37895976648571,19.6810875438757
E,"E,F & I",boggeragh,2035,66% ECP,Pro-rata,IE wind priority,142.7,462.01952927647,392.879140149653,0,3.94276006463996,65.1976290621762,69.1403891268162
E,"E,F & I",boggeragh,2035,66% ECP,Pro-rata,IE wind not priority,23.35,75.60025233785,52.6298369738965,12.0704144552698,0.231713322120093,10.6682875865634,22.9704153639534
E,"E,F & I",boggeragh,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,24.2,28.333602,18.4812357539372,8.99181245067999,0.621925371430002,0.238628423952754,9.85236624606275
E,"E,F & I",boggeragh,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,142.7,462.01952927647,428.989176617076,0,16.94138505217,16.0889676072231,33.0303526593931
E,"E,F & I",boggeragh,2035,66% ECP,Pro-rata,IE Solar not priority,16.1333172,18.88904911092,13.7712459286216,2.99883205043999,0.138635638589999,1.98033549326834,5.11780318229834
E,"E,F & I",clahane,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,34,39.80754,25.965372546965,12.6331249307,0.87377944736,0.335263074974943,13.8421674530349
E,"E,F & I",charleville,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,57.333276,67.1263728735201,54.7054742805711,9.3011473038001,1.24778374102999,1.87196754811888,12.4208985929489
E,"E,F & I",charleville,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,51.4,166.4176860883,155.756374369729,0,4.98474152496999,5.67657019360055,10.6613117185705
E,"E,F & I",charleville,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,55.8999441,180.98714687909,142.478754677504,29.36199829854,2.97285389327998,6.1735400097651,38.5083922015851
E,"E,F & I",charleville,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,57.333276,67.1263728735201,48.4591257738539,15.27925132532,1.4269199948,1.96107577954601,18.6672470996661
E,"E,F & I",charleville,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind priority,51.4,166.41768608825,151.810815980192,0,6.4645907798,8.14227932825767,14.606870108057599
E,"E,F & I",charleville,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind not priority,55.8999441,180.98714687909,112.854037732664,56.15584179258,3.12215141423,8.85511593961524,68.1331091464252
E,"E,F & I",charleville,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE Solar not priority,57.333276,67.1263728735201,50.0729193608301,13.13760032773,1.26917374616,2.6466794387998,17.0534535126899
E,"E,F & I",charleville,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind priority,51.4,166.41768608825,153.875656366252,0,6.38593932298999,6.156090399008,12.542029721998
E,"E,F & I",charleville,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,57.333276,67.1263728735201,51.290612807804,11.28517166063,1.26929212587999,3.28129627920594,15.835760065716
E,"E,F & I",charleville,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,51.4,166.41768608825,152.864903918555,0,5.74626538772,7.80651678197466,13.5527821696946
E,"E,F & I",charleville,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind not priority,55.8999441,180.98714687909,128.927658616302,40.44987109211,3.11965896584999,8.48995820482741,52.0594882627874
E,"E,F & I",charleville,2030,33% ECP,Pro-rata,IE Solar not priority,57.333276,67.1263728735201,52.8774197229002,9.3011473038001,1.24778374102999,3.70002210578976,14.2489531506198
E,"E,F & I",charleville,2030,33% ECP,Pro-rata,IE wind priority,51.4,166.4176860883,151.864120025283,0,4.98474152496999,9.56882453804701,14.553566063017
E,"E,F & I",charleville,2030,33% ECP,Pro-rata,IE wind not priority,55.8999441,180.98714687909,138.245742998954,29.36199829854,2.97285389327998,10.4065516883155,42.7414038801355
E,"E,F & I",charleville,2030,Initial,Pro-rata,IE wind priority,51.4,166.4176860883,146.732819428989,0,4.44073147672,15.2441351825906,19.6848666593106
E,"E,F & I",charleville,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind not priority,55.8999441,180.98714687909,118.699901507416,52.44960837554,3.14259596152,6.69504103461322,62.2872453716732
E,"E,F & I",coomataggart,2035,100% ECP,Pro-rata,IE wind not priority,242.64,785.59508467858,529.231981402493,138.82056207883,2.62004513190095,114.922496065355,256.363103276086
E,"E,F & I",clahane,2035,66% ECP,Pro-rata,IE wind priority,51.6,167.06522572295,142.06421605963,0,1.42569319795001,23.5753164653691,25.0010096633191
E,"E,F & I",coomagearlahy,2035,66% ECP,Pro-rata,IE wind priority,81,262.25355200701,223.007781023969,0,2.23800676413998,37.0077642189008,39.2457709830408
E,"E,F & I",coomagearlahy,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,7,8.19566999999999,5.34581199492986,2.60093748574998,0.17989576859,0.0690247507301355,2.84985800507012
E,"E,F & I",coomagearlahy,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,81,262.25355200701,243.504718332033,0,9.61634330226999,9.13249037270699,18.748833674977
E,"E,F & I",coomagearlahy,2030,100% ECP,Pro-rata,IE Solar not priority,7,8.19566999999999,5.27263109878456,2.60093748574998,0.17989576859,0.142205646875432,2.92303890121542
E,"E,F & I",coomagearlahy,2030,100% ECP,Pro-rata,IE wind priority,81,262.25355200701,239.995609826963,0,9.61634330226999,12.6415988777763,22.2579421800463
E,"E,F & I",coomagearlahy,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,7,8.19566999999999,6.67916342274885,1.13560632967998,0.152345841629999,0.228554405941149,1.51650657725113
E,"E,F & I",coomagearlahy,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,81,262.25355200701,245.452652216996,0,7.85533197519001,8.94556781482333,16.8008997900133
E,"E,F & I",coomagearlahy,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,7,8.19566999999999,5.91652708660742,1.86549185289998,0.174217150299999,0.239433910192576,2.27914291339256
E,"E,F & I",coomagearlahy,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind priority,81,262.25355200701,239.234943470897,0,10.1873901394299,12.8312183966821,23.0186085361121
E,"E,F & I",coomagearlahy,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE Solar not priority,7,8.19566999999999,6.11356022160632,1.60401094637998,0.1549574146,0.323141417413679,2.08210977839366
E,"E,F & I",coomagearlahy,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind priority,81,262.25355200701,242.488874818607,0,10.06344523665,9.70123195175281,19.7646771884028
E,"E,F & I",coomagearlahy,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,7,8.19566999999999,6.26223224462967,1.37784210387998,0.154971867939999,0.400623783550328,1.93343775537031
E,"E,F & I",coomagearlahy,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,81,262.25355200701,240.89605481327,0,9.05539876298999,12.3020984307493,21.3574971937393
E,"E,F & I",coomagearlahy,2035,66% ECP,Pro-rata,IE Solar not priority,7,8.19566999999999,5.97513334088015,1.30114743871998,0.0601518868099999,0.859237333589847,2.22053665911983
E,"E,F & I",coomagearlahy,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,81,262.25355200701,234.418297230658,0,2.23800676413998,25.5972480122111,27.8352547763511
E,"E,F & I",coomagearlahy,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,7,8.19566999999999,6.43955692030677,1.30114743871998,0.0601518868099999,0.394813754163224,1.75611307969321
E,"E,F & I",coomagearlahy,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind priority,81,262.25355200701,240.513873892756,0,4.53970383245001,17.1999742818034,21.7396781142534
E,"E,F & I",coomataggart,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,214.0399428,692.99673173648,512.588215585129,110.644574714699,2.12402167901007,67.6399197576408,180.40851615135
E,"E,F & I",coomataggart,2035,66% ECP,Pro-rata,IE wind not priority,214.0399428,692.99673173648,482.436286743186,110.644574714699,2.12402167901007,97.7918485995837,210.560444993293
E,"E,F & I",coomataggart,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,242.64,785.59508467858,535.340570347466,209.585317607119,13.31231445198,27.3568822720131,250.254514331113
E,"E,F & I",coomataggart,2030,100% ECP,Pro-rata,IE wind not priority,242.64,785.59508467858,524.828840870061,209.585317607119,13.31231445198,37.8686117494181,260.766243808518
E,"E,F & I",coomataggart,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,185.4399714,600.39865658903,472.652640675891,97.4041783476599,9.86201238353999,20.4798251819385,127.746015913138
