Area,Subgroup,Node,Year,Generation Scenario,Grandfathering / Pro-rata,Generation Type,Installed (MW),Available Energy (GWh),Generation (GWh),Surplus (GWh),Curtailment (GWh),Constraint (GWh),Total Dispatch Down (GWh)
H1,H1,cauteen,2035,66% ECP,Pro-rata,IE wind priority,178.08,559.74025634972,489.223476798262,0,5.41654469965999,65.1002348517975,70.5167795514574
H1,H1,cauteen,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,251,293.87331,169.312026632134,93.26218698828,6.45054827345001,24.8485481061359,124.561283367866
H1,H1,cauteen,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,178.08,559.74025634972,501.374408891762,0,22.7023501324399,35.6634973255179,58.3658474579579
H1,H1,cauteen,2030,100% ECP,Pro-rata,IE Solar not priority,251,293.87331,167.54244823009,93.26218698828,6.45054827345001,26.6181265081791,126.330861769909
H1,H1,cauteen,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,178.08,559.74025634972,497.889619799058,0,5.41654469965999,56.4340918510013,61.8506365506613
H1,H1,cauteen,2030,100% ECP,Pro-rata,IE wind priority,178.08,559.74025634972,497.712398471009,0,22.7023501324399,39.325507746271,62.0278578787109
H1,H1,cauteen,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,178.08,559.74025634972,518.634429813424,0,19.1249239726299,21.9809025636652,41.1058265362952
H1,H1,cauteen,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,83.666583,97.95767204237,67.6033786466433,22.29704699215,2.0823076669999,5.97493873657671,30.3542933957266
H1,H1,cauteen,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind priority,178.08,559.74025634972,494.37178972169,0,23.84430169322,41.5241649348097,65.3684666280297
H1,H1,cauteen,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE Solar not priority,83.666583,97.95767204237,71.0901078946921,19.1717307109199,1.8521081993201,5.8437252374379,26.8675641476779
H1,H1,cauteen,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind priority,178.08,559.74025634972,501.990640739509,0,23.6547727437699,34.0948428664405,57.7496156102104
H1,H1,cauteen,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,83.666583,97.95767204237,73.342768260717,16.46847724894,1.85228095107,6.29414558164299,24.614903781653
H1,H1,cauteen,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,178.08,559.74025634972,507.184155825916,0,21.47472445941,31.081376064393,52.556100523803
H1,H1,cauteen,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,83.666583,97.95767204237,77.3101199824881,13.57318589094,1.82089371524999,5.25347245369182,20.6475520598818
H1,H1,cauteen,2030,33% ECP,Pro-rata,IE wind priority,178.08,559.74025634972,509.394112465848,0,19.1249239726299,31.2212199112419,50.3461438838719
H1,H1,cauteen,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,167.333166,195.91534408442,141.308082269895,31.1035886226,1.43791509434001,22.0657580975841,54.6072618145241
H1,H1,cauteen,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,167.333166,195.91534408442,129.652517773343,43.95778205334,1.68623552484999,20.6188087328865,66.2628263110765
H1,H1,curraghduff,2035,100% ECP,Pro-rata,IE Solar not priority,125,146.35125,89.3209694078917,32.9577651330299,1.32082770673,22.7516877523482,57.0302805921082
H1,H1,curraghduff,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,83.33325,97.5674024325,64.5679869389037,21.89132572373,0.839758727589995,10.2683310422762,32.9994154935962
H1,H1,curraghduff,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,83.33325,97.5674024325,70.3725509311871,15.48983497137,0.716093174570005,10.9889233553728,27.1948515013128
H1,H1,curraghduff,2035,66% ECP,Pro-rata,IE Solar not priority,83.33325,97.5674024325,67.1268925688764,15.48983497137,0.716093174570005,14.2345817176835,30.4405098636235
H1,H1,curraghduff,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,125,146.35125,84.3187383625751,46.4453122451099,3.2124244390599,12.3747749532549,62.0325116374248
H1,H1,curraghduff,2030,100% ECP,Pro-rata,IE Solar not priority,125,146.35125,83.4374742181313,46.4453122451099,3.2124244390599,13.2560390976987,62.9137757818686
H1,H1,cauteen,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind priority,178.08,559.74025634972,507.559961034028,0,10.5488841910099,41.6314111246812,52.1802953156911
H1,H1,curraghduff,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,41.666625,48.78370121638,38.5010557681899,6.75955472651,0.9068195794,2.61627114228004,10.28264544819
H1,H1,curraghduff,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE Solar not priority,41.666625,48.78370121698,35.4034401867588,9.54767465722,0.922364641169998,2.91022173183117,13.3802610302211
H1,H1,curraghduff,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,41.666625,48.78370121698,36.5252829985349,8.20143289323999,0.922450672949999,3.13453465225507,12.258418218445
H1,H1,curraghduff,2030,33% ECP,Pro-rata,IE Solar not priority,41.666625,48.78370121638,37.8756986772819,6.75955472651,0.9068195794,3.24162823318802,10.908002539098
H1,H1,cauteen,2035,100% ECP,Pro-rata,IE Solar not priority,251,293.87331,179.356506570834,66.17919238708,2.65222203536998,45.6853890067153,114.516803429165
H1,H1,cauteen,2035,100% ECP,Pro-rata,IE wind priority,178.08,559.74025634972,479.973256707118,0,6.05368804724992,73.7133115953515,79.7669996426014
H1,H1,curraghduff,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,41.666625,48.78370121698,33.6670212385109,11.1041070682099,1.03700581033,2.97556709992907,15.116679978469
F,"E,F & I",macroom,2035,66% ECP,Pro-rata,IE Solar not priority,17.8,20.840418,15.1939104953315,3.30863205851,0.15295765503,2.18491779112847,5.64650750466847
E,"E,F & I",drombeg,2035,100% ECP,Pro-rata,IE Solar not priority,94,110.05614,74.688563922613,24.78423938001,0.9932624355,9.59007426187696,35.3675760773869
E,"E,F & I",drombeg,2035,100% ECP,Pro-rata,IE wind not priority,25.2,81.5899939577301,54.9647458430534,14.41756579455,0.272111512150004,11.9355708079766,26.6252481146766
E,"E,F & I",drombeg,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE Solar not priority,79.333304,92.88422565628,64.6258570163716,20.84055522386,0.799450812469999,6.61836260357833,28.2583686399083
E,"E,F & I",drombeg,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind not priority,25.2,81.5899939577301,51.882991293966,23.8630559303101,0.492843623559998,5.35110310989398,29.707002663764
E,"E,F & I",drombeg,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,79.333304,92.88422565628,72.9816181117791,14.74633218673,0.681721131709991,4.47455422606083,19.9026075445008
E,"E,F & I",drombeg,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,25.2,81.5899939577301,60.3495911266149,13.0267427954901,0.250071765159987,7.96358827046508,21.2404028311151
E,"E,F & I",drombeg,2035,66% ECP,Pro-rata,IE Solar not priority,79.333304,92.88422565628,67.7181528244311,14.74633218673,0.681721131709991,9.73801951340888,25.1660728318488
E,"E,F & I",drombeg,2035,66% ECP,Pro-rata,IE wind not priority,25.2,81.5899939577301,56.7996527512006,13.0267427954901,0.250071765159987,11.5135266458793,24.7903412065294
E,"E,F & I",drombeg,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,94,110.05614,71.786618217981,34.92687480834,2.41574317816,0.926903795518953,38.2695217820189
E,"E,F & I",drombeg,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,25.2,81.5899939577301,55.5991690271358,21.7670211164701,1.38258458705999,2.84121922706418,25.9908249305942
E,"E,F & I",drombeg,2030,100% ECP,Pro-rata,IE Solar not priority,94,110.05614,70.803903326887,34.92687480834,2.41574317816,1.90961868661297,39.2522366731129
E,"E,F & I",garrow,2030,Initial,Pro-rata,IE wind priority,69.225,224.12965602072,197.618276750525,0,5.98073222709999,20.5306470430945,26.5113792701945
E,"E,F & I",garrow,2030,33% ECP,Pro-rata,IE wind priority,69.225,224.12965602072,204.529060481614,0,6.71339945649,12.8871960826156,19.6005955391056
E,"E,F & I",garrow,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,69.225,224.12965602072,205.876906104325,0,7.73901209086,10.5137378255345,18.2527499163945
E,"E,F & I",garrow,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind priority,69.225,224.12965602072,207.238177275585,0,8.60051847526,8.29096026987446,16.8914787451344
E,"E,F & I",glanlee,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind not priority,11.999988,38.8523392226,25.4811953146367,11.25930770135,0.674618095430002,1.43721811118329,13.3711439079633
E,"E,F & I",glanlee,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,29.8,96.4834055532901,88.625955968377,0,3.33149238446009,4.52595720045292,7.85744958491301
E,"E,F & I",glanlee,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind not priority,11.999988,38.8523392226,27.6767782359776,8.68333547585,0.669694232459999,1.82253127831234,11.1755609866223
E,"E,F & I",glanlee,2030,33% ECP,Pro-rata,IE wind priority,29.8,96.4834055532901,88.0457349563922,0,2.8899863316401,5.54768426525774,8.43767059689784
E,"E,F & I",glanlee,2030,33% ECP,Pro-rata,IE wind not priority,11.999988,38.8523392226,29.6770825757321,6.30311233598,0.638179726639997,2.23396458424787,9.17525664686787
E,"E,F & I",glanlee,2030,Initial,Pro-rata,IE wind priority,29.8,96.4834055532901,85.0707785794896,0,2.57458750994999,8.83803946385045,11.4126269738004
E,"E,F & I",drombeg,2030,100% ECP,Pro-rata,IE wind not priority,25.2,81.5899939577301,54.5074463811143,21.7670211164701,1.38258458705999,3.93294187308565,27.0825475766157
E,"E,F & I",garrow,2035,100% ECP,Pro-rata,IE wind priority,69.225,224.12965602072,189.15202558196,0,2.19033324900002,32.7872971897593,34.9776304387593
E,"E,F & I",garrow,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,69.225,224.12965602072,200.340822540524,0,1.91266689199,21.8761665882054,23.7888334801954
E,"E,F & I",garrow,2035,66% ECP,Pro-rata,IE wind priority,69.225,224.12965602072,190.589057300922,0,1.91266689199,31.6279318278078,33.5405987197978
E,"E,F & I",garrow,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,69.225,224.12965602072,208.10634724132,0,8.21841191458,7.80489686481976,16.0233087793997
E,"E,F & I",garrow,2030,100% ECP,Pro-rata,IE wind priority,69.225,224.12965602072,205.10735913930301,0,8.21841191458,10.8038849668361,19.0222968814161
E,"E,F & I",garrow,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,69.225,224.12965602072,209.771109255823,0,6.71339945649,7.64514730840628,14.3585467648962
E,"E,F & I",garrow,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind priority,69.225,224.12965602072,204.457271133,0,8.70644546167,10.9659394260491,19.6723848877191
E,"E,F & I",garrow,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind priority,69.225,224.12965602072,205.550282965768,0,3.87976540485999,14.6996076500911,18.5793730549511
E,"E,F & I",drombeg,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE Solar not priority,64.666652,75.71236282813,61.702733815535,10.4908370471199,1.40738507518,2.111406890295,14.009629012595
E,"E,F & I",drombeg,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,25.2,81.5899939577301,64.2302005070107,13.23654914221,1.34017876612,2.78306554238926,17.3597934507193
E,"E,F & I",drombeg,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE Solar not priority,64.666652,75.71236282813,54.6574283082121,17.2335874942199,1.60943426178,2.2119127639178,21.0549345199178
E,"E,F & I",dromada,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,28.5,92.27439792837,84.7597229898681,0,3.18615882398,4.32851611452186,7.51467493850186
E,"E,F & I",dromada,2030,33% ECP,Pro-rata,IE wind priority,28.5,92.27439792837,84.204813632713,0,2.76391310238,5.30567119327696,8.06958429565696
E,"E,F & I",dromada,2030,Initial,Pro-rata,IE wind priority,28.5,92.27439792837,81.3596372320976,0,2.46227328958001,8.45248740669234,10.9147606962723
E,"E,F & I",cordal,2035,100% ECP,Pro-rata,IE wind priority,111.75,361.81277082439,305.34834032186,0,3.53585757431,52.9285729282199,56.4644305025299
E,"E,F & I",cordal,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind priority,111.75,361.81277082439,331.820066759332,0,6.26310991701996,23.7295941480373,29.9927040650572
E,"E,F & I",cordal,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,111.75,361.81277082439,323.410428586674,0,3.08762044309997,35.3147217946153,38.4023422377152
E,"E,F & I",dromada,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind priority,28.5,92.27439792837,85.3201596583621,0,3.5408418425401,3.41339642746775,6.95423827000786
E,"E,F & I",cordal,2035,66% ECP,Pro-rata,IE wind priority,111.75,361.81277082439,307.66814233856,0,3.08762044309997,51.0570080427293,54.1446284858293
E,"E,F & I",cordal,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,111.75,361.81277082439,335.946324365509,0,13.2669921483899,12.5994543104905,25.8664464588805
E,"E,F & I",cordal,2030,100% ECP,Pro-rata,IE wind priority,111.75,361.81277082439,331.105054298331,0,13.2669921483899,17.4407243776682,30.7077165260582
E,"E,F & I",cordal,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,111.75,361.81277082439,338.633751669791,0,10.8374487434099,12.3415704111881,23.1790191545981
E,"E,F & I",cordal,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind priority,111.75,361.81277082439,330.055616455353,0,14.0548252847299,17.7023290843067,31.7571543690367
E,"E,F & I",cordal,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind priority,111.75,361.81277082439,334.544836555215,0,13.88382722463,13.3841070445442,27.2679342691743
E,"E,F & I",cordal,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,111.75,361.81277082439,332.347334881152,0,12.49309644156,16.9723395016774,29.4654359432374
E,"E,F & I",cordal,2030,33% ECP,Pro-rata,IE wind priority,111.75,361.81277082439,330.171506086289,0,10.8374487434099,20.8038159946908,31.6412647381008
E,"E,F & I",glanlee,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind priority,29.8,96.4834055532901,89.2119564147471,0,3.70235392666009,3.56909521188289,7.27144913854299
E,"E,F & I",dromada,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind priority,28.5,92.27439792837,84.1752578879229,0,3.58445208606001,4.51468795438705,8.09914004044706
E,"E,F & I",dromada,2030,100% ECP,Pro-rata,IE wind priority,28.5,92.27439792837,84.4428997539571,0,3.3835281989,4.4479699755128,7.83149817441281
E,"E,F & I",drombeg,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind not priority,25.2,81.5899939577301,50.8752163647192,25.3153600770501,1.40748290365999,3.99193461230079,30.7147775930108
E,"E,F & I",drombeg,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE Solar not priority,64.666652,75.71236282813,56.4776387614271,14.8180025245699,1.43151102974999,2.98521051238284,19.2347240667028
E,"E,F & I",drombeg,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind not priority,25.2,81.5899939577301,53.5105636712938,23.6445698174801,1.41669941729999,3.01816105165619,28.0794302864362
E,"E,F & I",drombeg,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,64.666652,75.71236282813,57.8510847578077,12.7286336915,1.43164455113999,3.70099982768226,17.8612780703222
E,"E,F & I",drombeg,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind not priority,25.2,81.5899939577301,58.1212924169916,18.2350227346801,1.40635929427,3.82731951178837,23.4687015407384
E,"E,F & I",drombeg,2030,33% ECP,Pro-rata,IE Solar not priority,64.666652,75.71236282813,59.6408567318322,10.4908370471199,1.40738507518,4.17328397399771,16.0715060962977
E,"E,F & I",drombeg,2030,33% ECP,Pro-rata,IE wind not priority,25.2,81.5899939577301,62.3219357311332,13.23654914221,1.34017876612,4.69133031826672,19.2680582265968
E,"E,F & I",dromada,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,28.5,92.27439792837,86.3629702244788,0,2.76391310238,3.14751460151114,5.91142770389115
E,"E,F & I",drombeg,2030,Initial,Pro-rata,IE Solar not priority,50,58.5405,44.0884740680324,4.84162441581,0.754298081119998,8.85610343503751,14.4520259319675
E,"E,F & I",dromada,2035,100% ECP,Pro-rata,IE wind priority,28.5,92.27439792837,77.8740733707152,0,0.90176233435001,13.4985622233047,14.4003245576547
E,"E,F & I",dromada,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind priority,28.5,92.27439792837,84.6252519251747,0,1.59730320034,6.05184280285529,7.64914600319529
E,"E,F & I",dromada,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,28.5,92.27439792837,82.4805119885844,0,0.787446824380111,9.00643911540545,9.79388593978556
E,"E,F & I",dromada,2035,66% ECP,Pro-rata,IE wind priority,28.5,92.27439792837,78.465700730676,0,0.787446824380111,13.0212503733138,13.8086971976939
E,"E,F & I",dromada,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,28.5,92.27439792837,85.6775860798146,0,3.3835281989,3.21328364965539,6.5968118485554
E,"E,F & I",drombeg,2030,Initial,Pro-rata,IE wind not priority,25.2,81.5899939577301,63.0073644917497,9.73922095862009,1.36963016881,7.47377833855025,18.5826294659803
E,"E,F & I",cordal,2030,Initial,Pro-rata,IE wind priority,111.75,361.81277082439,319.015419673051,0,9.65470316194,33.1426479893981,42.7973511513381
E,"E,F & I",glanlee,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind not priority,11.999988,38.8523392226,24.2262692806849,12.05492131493,0.670229283959997,1.90091934302508,14.626069941915
E,"E,F & I",glanlee,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,11.999988,38.8523392226,30.5857791793541,6.30311233598,0.638179726639997,1.32526798062585,8.26656004324586
E,"E,F & I",glenlara 220kv side,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind priority,53,171.59800316509,157.37327551005,0,2.97042349534001,11.2543041596991,14.2247276550391
E,"E,F & I",glenlara 220kv side,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind not priority,13.8,44.68023478634,28.4121142800008,13.06786396181,0.269890555780001,2.9303659887491,16.2681205063391
E,"E,F & I",glenlara 220kv side,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,53,171.59800316509,153.384811768196,0,1.46437479631001,16.7488166005835,18.2131913968935
E,"E,F & I",glenlara 220kv side,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,13.8,44.68023478634,33.0485856170212,7.13369248323,0.136944061790003,4.36101262429879,11.6316491693188
E,"E,F & I",glenlara 220kv side,2035,66% ECP,Pro-rata,IE wind priority,53,171.59800316509,145.918671534189,0,1.46437479631001,24.2149568345908,25.6793316309008
E,"E,F & I",glenlara 220kv side,2035,66% ECP,Pro-rata,IE wind not priority,13.8,44.68023478634,31.104571744772,7.13369248323,0.136944061790003,6.30502649654791,13.5756630415679
E,"E,F & I",glenlara 220kv side,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,53,171.59800316509,159.330247797506,0,6.29217524717,5.97558012041355,12.2677553675835
E,"E,F & I",glenlara 220kv side,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,13.8,44.68023478634,30.4471639910794,11.92003537324,0.757129654819998,1.55590576720055,14.2330707952605
E,"E,F & I",glenlara 220kv side,2030,100% ECP,Pro-rata,IE wind priority,53,171.59800316509,157.034164454683,0,6.29217524717,8.27166346323679,14.5638387104068
E,"E,F & I",glenlara 220kv side,2030,100% ECP,Pro-rata,IE wind not priority,13.8,44.68023478634,29.8493158754014,11.92003537324,0.757129654819998,2.1537538828785,14.8309189109385
E,"E,F & I",glenlara 220kv side,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,53,171.59800316509,160.604821820895,0,5.13990857646999,5.85327276772423,10.9931813441942
E,"E,F & I",glenlara 220kv side,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,13.8,44.68023478634,35.1736812300166,7.24858643496,0.733907419579999,1.52405970178337,9.50655355632337
E,"E,F & I",glenlara 220kv side,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind priority,53,171.59800316509,156.536444493184,0,6.66582317777999,8.3957354941258,15.0615586719058
E,"E,F & I",glenlara 220kv side,2035,100% ECP,Pro-rata,IE wind not priority,13.8,44.68023478634,30.0997417711513,7.89533364936,0.149013447179996,6.53614591864862,14.5804930151886
E,"E,F & I",glenlara 220kv side,2035,100% ECP,Pro-rata,IE wind priority,53,171.59800316509,144.818452233237,0,1.67696153412001,25.102589397732,26.779550931852
E,"E,F & I",knockacummer,2030,33% ECP,Pro-rata,IE wind priority,105,339.95830815763,310.228260752331,0,10.18283774583,19.5472096594689,29.7300474052989
E,"E,F & I",knockacummer,2030,Initial,Pro-rata,IE wind priority,105,339.95830815763,299.746031907898,0,9.07153317239999,31.1407430773313,40.2122762497313
E,"E,F & I",kilpaddoge,2035,100% ECP,Pro-rata,IE wind priority,55,178.0733995113,150.283299487342,0,1.74024310173001,26.049856922227,27.7901000239571
E,"E,F & I",kilpaddoge,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind priority,55,178.0733995113,163.311889680319,0,3.08251494825,11.6789948827301,14.7615098309801
E,"E,F & I",kilpaddoge,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,55,178.0733995113,159.172917872845,0,1.51963422272001,17.3808474157347,18.9004816384548
E,"E,F & I",kilpaddoge,2035,66% ECP,Pro-rata,IE wind priority,55,178.0733995113,151.425036497916,0,1.51963422272001,25.1287287906635,26.6483630133835
E,"E,F & I",glenlara 220kv side,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind not priority,13.8,44.68023478634,27.860237533016,13.86317337546,0.770764447320001,2.18605943054391,16.8199972533239
E,"E,F & I",kilpaddoge,2030,100% ECP,Pro-rata,IE wind priority,55,178.0733995113,162.95998198133,0,6.52961582282,8.58380170714977,15.1134175299697
E,"E,F & I",kilpaddoge,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,55,178.0733995113,166.665381135123,0,5.33386739079,6.07415098538638,11.4080183761763
E,"E,F & I",kilpaddoge,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind priority,55,178.0733995113,162.443480134701,0,6.91736367513001,8.7125557014688,15.6299193765988
E,"E,F & I",kilpaddoge,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind priority,55,178.0733995113,164.65293969172,0,6.83320355603001,6.58725626354944,13.4204598195794
E,"E,F & I",kilpaddoge,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,55,178.0733995113,163.571395243755,0,6.14872755529,8.35327671225442,14.5020042675444
E,"E,F & I",kilpaddoge,2030,33% ECP,Pro-rata,IE wind priority,55,178.0733995113,162.500517536969,0,5.33386739079,10.2390145835405,15.5728819743305
E,"E,F & I",kilpaddoge,2030,Initial,Pro-rata,IE wind priority,55,178.0733995113,157.009826237423,0,4.75175547144999,16.3118178024263,21.0635732738763
E,"E,F & I",kilpaddoge,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,55,178.0733995113,165.342709978604,0,6.52961582282,6.20107370987557,12.7306895326955
E,"E,F & I",glenlara 220kv side,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind priority,53,171.59800316509,158.665560066345,0,6.58472342660999,6.3477196721349,12.9324430987448
E,"E,F & I",glenlara 220kv side,2030,33% ECP + 2.6 GW Offshore,Pro-rata,IE wind not priority,13.8,44.68023478634,29.3034039152124,12.94821680476,0.775811585700001,1.65280248066753,15.3768308711275
E,"E,F & I",glenlara 220kv side,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE wind priority,53,171.59800316509,157.623344507431,0,5.92513746222999,8.049521195429,13.974658657659
E,"E,F & I",glanlee,2035,100% ECP,Pro-rata,IE wind priority,29.8,96.4834055532901,81.4262240857606,0,0.942895353319997,14.1142861142094,15.0571814675294
E,"E,F & I",glanlee,2035,100% ECP,Pro-rata,IE wind not priority,36,116.55713422531,78.521065489976,20.59652256365,0.388730731720002,17.0508154399639,38.0360687353339
E,"E,F & I",glanlee,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind priority,29.8,96.4834055532901,88.4853511359222,0,1.6701626445501,6.32789177281779,7.99805441736789
E,"E,F & I",glanlee,2035,66% ECP + 4.7 GW Offshore,Pro-rata,IE wind not priority,23.999976,77.70467844555,49.4123232485534,22.72669720694,0.469374410249997,5.09628357980653,28.2923551969965
E,"E,F & I",glanlee,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,29.8,96.4834055532901,86.2427809565475,0,0.823365451500095,9.41725914524241,10.2406245967425
E,"E,F & I",glanlee,2035,66% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,23.999976,77.70467844555,57.4757435972659,12.4064093035299,0.238163347720004,7.58436219703402,20.228934848284
E,"E,F & I",glanlee,2035,66% ECP,Pro-rata,IE wind priority,29.8,96.4834055532901,82.0448379570453,0,0.823365451500095,13.6152021447446,14.4385675962447
E,"E,F & I",glanlee,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,29.8,96.4834055532901,89.5856864975183,0,3.53786457297009,3.35985448280165,6.89771905577174
E,"E,F & I",glanlee,2030,100% ECP Maintenance Sensitivity,Pro-rata,IE wind not priority,36,116.55713422531,79.4273843245789,31.0957444520899,1.97512083855001,4.05888461009104,37.129749900731
E,"E,F & I",glanlee,2030,100% ECP,Pro-rata,IE wind priority,29.8,96.4834055532901,88.2946811462693,0,3.53786457297009,4.65085983405062,8.18872440702071
E,"E,F & I",glanlee,2030,100% ECP,Pro-rata,IE wind not priority,36,116.55713422531,77.8677805445485,31.0957444520899,1.97512083855001,5.61848839012147,38.6893536807614
E,"E,F & I",glanlee,2030,33% ECP Maintenance Sensitivity,Pro-rata,IE wind priority,29.8,96.4834055532901,90.3023337786624,0,2.8899863316401,3.29108544298758,6.18107177462768
E,"E,F & I",glanlee,2035,66% ECP,Pro-rata,IE wind not priority,23.999976,77.70467844555,54.0948532872851,12.4064093035299,0.238163347720004,10.9652525070148,23.6098251582648
E,"E,F & I",glanlee,2030,33% ECP + 2.6 GW Offshore andReduced BESS Sensitivity,Pro-rata,IE wind priority,29.8,96.4834055532901,88.0148310547358,0,3.74795340939999,4.7206210891543,8.4685744985543
E,"E,F & I",glenlara,2030,Initial,Pro-rata,IE Solar not priority,4.95,5.7955095,4.36475893274128,0.479320817169999,0.0746755100199996,0.876754240068714,1.43075056725871
E,"E,F & I",glenlara,2030,33% ECP + 1.3 GW Offshore,Pro-rata,IE Solar not priority,4.95,5.7955095,4.42829280156083,0.974331202019999,0.10958724948,0.28329824693916,1.36721669843916
